"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"09.09.2021 14:00 - 09.09.2021 14:15","63892","64827"
"09.09.2021 14:15 - 09.09.2021 14:30","63825","64692"
"09.09.2021 14:30 - 09.09.2021 14:45","63544","64568"
"09.09.2021 14:45 - 09.09.2021 15:00","63162","64214"
"09.09.2021 15:00 - 09.09.2021 15:15","62915","64021"
"09.09.2021 15:15 - 09.09.2021 15:30","62537","63861"
"09.09.2021 15:30 - 09.09.2021 15:45","62209","63433"
"09.09.2021 15:45 - 09.09.2021 16:00","61825","63043"
"09.09.2021 16:00 - 09.09.2021 16:15","61728","62996"
"09.09.2021 16:15 - 09.09.2021 16:30","61486","62517"
"09.09.2021 16:30 - 09.09.2021 16:45","61066","62401"
"09.09.2021 16:45 - 09.09.2021 17:00","61045","62256"
"09.09.2021 17:00 - 09.09.2021 17:15","61058","62611"
"09.09.2021 17:15 - 09.09.2021 17:30","61000","62442"
"09.09.2021 17:30 - 09.09.2021 17:45","60924","62454"
"09.09.2021 17:45 - 09.09.2021 18:00","60878","62613"
"09.09.2021 18:00 - 09.09.2021 18:15","60924","62642"
"09.09.2021 18:15 - 09.09.2021 18:30","60719","62358"
"09.09.2021 18:30 - 09.09.2021 18:45","60695","62448"
"09.09.2021 18:45 - 09.09.2021 19:00","60580","62228"
"09.09.2021 19:00 - 09.09.2021 19:15","60243","62107"
"09.09.2021 19:15 - 09.09.2021 19:30","60091","61818"
"09.09.2021 19:30 - 09.09.2021 19:45","60172","61903"
"09.09.2021 19:45 - 09.09.2021 20:00","60223","61970"
"09.09.2021 20:00 - 09.09.2021 20:15","59930","61922"
"09.09.2021 20:15 - 09.09.2021 20:30","59563","61637"
"09.09.2021 20:30 - 09.09.2021 20:45","59196","61020"
"09.09.2021 20:45 - 09.09.2021 21:00","58746","60359"
"09.09.2021 21:00 - 09.09.2021 21:15","57384","59197"
"09.09.2021 21:15 - 09.09.2021 21:30","56543","58596"
"09.09.2021 21:30 - 09.09.2021 21:45","55647","57520"
"09.09.2021 21:45 - 09.09.2021 22:00","54756","56532"
"09.09.2021 22:00 - 09.09.2021 22:15","53680","55198"
"09.09.2021 22:15 - 09.09.2021 22:30","52641","54495"
"09.09.2021 22:30 - 09.09.2021 22:45","51811","53391"
"09.09.2021 22:45 - 09.09.2021 23:00","51121","52256"
"09.09.2021 23:00 - 09.09.2021 23:15","49728","51077"
"09.09.2021 23:15 - 09.09.2021 23:30","49026","50599"
"09.09.2021 23:30 - 09.09.2021 23:45","48380","49754"
"09.09.2021 23:45 - 10.09.2021 00:00","47719","48854"
"10.09.2021 00:00 - 10.09.2021 00:15","47685","47925"
"10.09.2021 00:15 - 10.09.2021 00:30","47373","47537"
"10.09.2021 00:30 - 10.09.2021 00:45","47098","47164"
"10.09.2021 00:45 - 10.09.2021 01:00","46762","46711"
"10.09.2021 01:00 - 10.09.2021 01:15","46285","46199"
"10.09.2021 01:15 - 10.09.2021 01:30","45978","45628"
"10.09.2021 01:30 - 10.09.2021 01:45","45733","45410"
"10.09.2021 01:45 - 10.09.2021 02:00","45439","45504"
"10.09.2021 02:00 - 10.09.2021 02:15","44919","45051"
"10.09.2021 02:15 - 10.09.2021 02:30","44842","44761"
"10.09.2021 02:30 - 10.09.2021 02:45","44693","44621"
"10.09.2021 02:45 - 10.09.2021 03:00","44857","44969"
"10.09.2021 03:00 - 10.09.2021 03:15","44969","44766"
"10.09.2021 03:15 - 10.09.2021 03:30","45026","44601"
"10.09.2021 03:30 - 10.09.2021 03:45","45062","44455"
"10.09.2021 03:45 - 10.09.2021 04:00","45080","44592"
"10.09.2021 04:00 - 10.09.2021 04:15","45396","45348"
"10.09.2021 04:15 - 10.09.2021 04:30","45604","45703"
"10.09.2021 04:30 - 10.09.2021 04:45","45878","45950"
"10.09.2021 04:45 - 10.09.2021 05:00","46309","46468"
"10.09.2021 05:00 - 10.09.2021 05:15","47543","47968"
"10.09.2021 05:15 - 10.09.2021 05:30","48225","48796"
"10.09.2021 05:30 - 10.09.2021 05:45","49322","49754"
"10.09.2021 05:45 - 10.09.2021 06:00","50830","51339"
"10.09.2021 06:00 - 10.09.2021 06:15","53723","54728"
"10.09.2021 06:15 - 10.09.2021 06:30","55577","56040"
"10.09.2021 06:30 - 10.09.2021 06:45","56641","57159"
"10.09.2021 06:45 - 10.09.2021 07:00","57503","58146"
"10.09.2021 07:00 - 10.09.2021 07:15","58933","59742"
"10.09.2021 07:15 - 10.09.2021 07:30","59824","60687"
"10.09.2021 07:30 - 10.09.2021 07:45","60621","61397"
"10.09.2021 07:45 - 10.09.2021 08:00","61232","62093"
"10.09.2021 08:00 - 10.09.2021 08:15","62235","63435"
"10.09.2021 08:15 - 10.09.2021 08:30","62918","64412"
"10.09.2021 08:30 - 10.09.2021 08:45","63296","64388"
"10.09.2021 08:45 - 10.09.2021 09:00","63794","64844"
"10.09.2021 09:00 - 10.09.2021 09:15","63569","64914"
"10.09.2021 09:15 - 10.09.2021 09:30","64120","65084"
"10.09.2021 09:30 - 10.09.2021 09:45","64626","65580"
"10.09.2021 09:45 - 10.09.2021 10:00","64990","65922"
"10.09.2021 10:00 - 10.09.2021 10:15","65003","66023"
"10.09.2021 10:15 - 10.09.2021 10:30","65449","66100"
"10.09.2021 10:30 - 10.09.2021 10:45","65943","66306"
"10.09.2021 10:45 - 10.09.2021 11:00","66186","66639"
"10.09.2021 11:00 - 10.09.2021 11:15","66292","66587"
"10.09.2021 11:15 - 10.09.2021 11:30","66447","66807"
"10.09.2021 11:30 - 10.09.2021 11:45","66703","67230"
"10.09.2021 11:45 - 10.09.2021 12:00","66886","67324"
"10.09.2021 12:00 - 10.09.2021 12:15","66909","66431"
"10.09.2021 12:15 - 10.09.2021 12:30","66884","66223"
"10.09.2021 12:30 - 10.09.2021 12:45","66973","66266"
"10.09.2021 12:45 - 10.09.2021 13:00","66898","66266"
"10.09.2021 13:00 - 10.09.2021 13:15","66820","65548"
"10.09.2021 13:15 - 10.09.2021 13:30","66462","64898"
"10.09.2021 13:30 - 10.09.2021 13:45","66254","64497"
"10.09.2021 13:45 - 10.09.2021 14:00","65641","63827"
"10.09.2021 14:00 - 10.09.2021 14:15","65100","63572"
"10.09.2021 14:15 - 10.09.2021 14:30","64802","61686"
"10.09.2021 14:30 - 10.09.2021 14:45","64539","62604"
"10.09.2021 14:45 - 10.09.2021 15:00","63805","61930"
"10.09.2021 15:00 - 10.09.2021 15:15","63442","61670"
"10.09.2021 15:15 - 10.09.2021 15:30","63052","61341"
"10.09.2021 15:30 - 10.09.2021 15:45","62761","61253"
"10.09.2021 15:45 - 10.09.2021 16:00","62263","60737"
"10.09.2021 16:00 - 10.09.2021 16:15","61826","60700"
"10.09.2021 16:15 - 10.09.2021 16:30","61448","60455"
"10.09.2021 16:30 - 10.09.2021 16:45","61156","60285"
"10.09.2021 16:45 - 10.09.2021 17:00","60941","60441"
"10.09.2021 17:00 - 10.09.2021 17:15","60912","60767"
"10.09.2021 17:15 - 10.09.2021 17:30","60793","60796"
"10.09.2021 17:30 - 10.09.2021 17:45","60569","60674"
"10.09.2021 17:45 - 10.09.2021 18:00","60531","60599"
"10.09.2021 18:00 - 10.09.2021 18:15","60280","60322"
"10.09.2021 18:15 - 10.09.2021 18:30","59763","60307"
"10.09.2021 18:30 - 10.09.2021 18:45","59668","60305"
"10.09.2021 18:45 - 10.09.2021 19:00","59556","60397"
"10.09.2021 19:00 - 10.09.2021 19:15","59123","60066"
"10.09.2021 19:15 - 10.09.2021 19:30","58590","59533"
"10.09.2021 19:30 - 10.09.2021 19:45","58679","59764"
"10.09.2021 19:45 - 10.09.2021 20:00","58701","59934"
"10.09.2021 20:00 - 10.09.2021 20:15","58220","59619"
"10.09.2021 20:15 - 10.09.2021 20:30","57985","58951"
"10.09.2021 20:30 - 10.09.2021 20:45","57612","57977"
"10.09.2021 20:45 - 10.09.2021 21:00","57047","57070"
"10.09.2021 21:00 - 10.09.2021 21:15","55803","55940"
"10.09.2021 21:15 - 10.09.2021 21:30","54976","54859"
"10.09.2021 21:30 - 10.09.2021 21:45","54300","53888"
"10.09.2021 21:45 - 10.09.2021 22:00","53330","52990"
"10.09.2021 22:00 - 10.09.2021 22:15","52252","52079"
"10.09.2021 22:15 - 10.09.2021 22:30","51468","51182"
"10.09.2021 22:30 - 10.09.2021 22:45","50538","50346"
"10.09.2021 22:45 - 10.09.2021 23:00","49732","49303"
"10.09.2021 23:00 - 10.09.2021 23:15","48843","48240"
"10.09.2021 23:15 - 10.09.2021 23:30","48291","47453"
"10.09.2021 23:30 - 10.09.2021 23:45","47700","46567"
"10.09.2021 23:45 - 11.09.2021 00:00","47172","45755"
"11.09.2021 00:00 - 11.09.2021 00:15","44741","44561"
"11.09.2021 00:15 - 11.09.2021 00:30","44128","43911"
"11.09.2021 00:30 - 11.09.2021 00:45","43685","43402"
"11.09.2021 00:45 - 11.09.2021 01:00","43230","42879"
"11.09.2021 01:00 - 11.09.2021 01:15","42638","42445"
"11.09.2021 01:15 - 11.09.2021 01:30","42263","41925"
"11.09.2021 01:30 - 11.09.2021 01:45","42006","41651"
"11.09.2021 01:45 - 11.09.2021 02:00","41743","41380"
"11.09.2021 02:00 - 11.09.2021 02:15","41544","41233"
"11.09.2021 02:15 - 11.09.2021 02:30","41464","41135"
"11.09.2021 02:30 - 11.09.2021 02:45","41188","41047"
"11.09.2021 02:45 - 11.09.2021 03:00","41159","41002"
"11.09.2021 03:00 - 11.09.2021 03:15","41108","41047"
"11.09.2021 03:15 - 11.09.2021 03:30","41059","40845"
"11.09.2021 03:30 - 11.09.2021 03:45","40861","40958"
"11.09.2021 03:45 - 11.09.2021 04:00","40831","40830"
"11.09.2021 04:00 - 11.09.2021 04:15","40855","40749"
"11.09.2021 04:15 - 11.09.2021 04:30","40764","40658"
"11.09.2021 04:30 - 11.09.2021 04:45","40841","40708"
"11.09.2021 04:45 - 11.09.2021 05:00","40686","40687"
"11.09.2021 05:00 - 11.09.2021 05:15","40903","40857"
"11.09.2021 05:15 - 11.09.2021 05:30","41125","40918"
"11.09.2021 05:30 - 11.09.2021 05:45","41301","41396"
"11.09.2021 05:45 - 11.09.2021 06:00","41556","41961"
"11.09.2021 06:00 - 11.09.2021 06:15","42515","42785"
"11.09.2021 06:15 - 11.09.2021 06:30","43020","43194"
"11.09.2021 06:30 - 11.09.2021 06:45","43355","43446"
"11.09.2021 06:45 - 11.09.2021 07:00","43510","43737"
"11.09.2021 07:00 - 11.09.2021 07:15","44199","44440"
"11.09.2021 07:15 - 11.09.2021 07:30","44786","45296"
"11.09.2021 07:30 - 11.09.2021 07:45","45591","45986"
"11.09.2021 07:45 - 11.09.2021 08:00","46510","47178"
"11.09.2021 08:00 - 11.09.2021 08:15","47677","48529"
"11.09.2021 08:15 - 11.09.2021 08:30","48654","48980"
"11.09.2021 08:30 - 11.09.2021 08:45","49426","49891"
"11.09.2021 08:45 - 11.09.2021 09:00","50285","50818"
"11.09.2021 09:00 - 11.09.2021 09:15","51140","51340"
"11.09.2021 09:15 - 11.09.2021 09:30","51975","52150"
"11.09.2021 09:30 - 11.09.2021 09:45","52680","52670"
"11.09.2021 09:45 - 11.09.2021 10:00","53293","52788"
"11.09.2021 10:00 - 11.09.2021 10:15","53675","52959"
"11.09.2021 10:15 - 11.09.2021 10:30","54081","53407"
"11.09.2021 10:30 - 11.09.2021 10:45","54254","53922"
"11.09.2021 10:45 - 11.09.2021 11:00","54803","54189"
"11.09.2021 11:00 - 11.09.2021 11:15","55103","54580"
"11.09.2021 11:15 - 11.09.2021 11:30","55411","55175"
"11.09.2021 11:30 - 11.09.2021 11:45","55653","55125"
"11.09.2021 11:45 - 11.09.2021 12:00","55813","55241"
"11.09.2021 12:00 - 11.09.2021 12:15","55909","55373"
"11.09.2021 12:15 - 11.09.2021 12:30","55829","55258"
"11.09.2021 12:30 - 11.09.2021 12:45","55624","54637"
"11.09.2021 12:45 - 11.09.2021 13:00","55384","54583"
"11.09.2021 13:00 - 11.09.2021 13:15","54710","54483"
"11.09.2021 13:15 - 11.09.2021 13:30","54200","54014"
"11.09.2021 13:30 - 11.09.2021 13:45","53952","53729"
"11.09.2021 13:45 - 11.09.2021 14:00","53475","53261"
"11.09.2021 14:00 - 11.09.2021 14:15","52816","52937"
"11.09.2021 14:15 - 11.09.2021 14:30","52652","52823"
"11.09.2021 14:30 - 11.09.2021 14:45","52336","52563"
"11.09.2021 14:45 - 11.09.2021 15:00","51958","52205"
"11.09.2021 15:00 - 11.09.2021 15:15","51492","52274"
"11.09.2021 15:15 - 11.09.2021 15:30","51316","52083"
"11.09.2021 15:30 - 11.09.2021 15:45","51031","52106"
"11.09.2021 15:45 - 11.09.2021 16:00","50937","51697"
"11.09.2021 16:00 - 11.09.2021 16:15","50606","51407"
"11.09.2021 16:15 - 11.09.2021 16:30","50535","51330"
"11.09.2021 16:30 - 11.09.2021 16:45","50202","51102"
"11.09.2021 16:45 - 11.09.2021 17:00","50046","50826"
"11.09.2021 17:00 - 11.09.2021 17:15","50389","50996"
"11.09.2021 17:15 - 11.09.2021 17:30","50362","51261"
"11.09.2021 17:30 - 11.09.2021 17:45","50573","51430"
"11.09.2021 17:45 - 11.09.2021 18:00","50472","51714"
"11.09.2021 18:00 - 11.09.2021 18:15","50579","52231"
"11.09.2021 18:15 - 11.09.2021 18:30","50165","51640"
"11.09.2021 18:30 - 11.09.2021 18:45","50139","51583"
"11.09.2021 18:45 - 11.09.2021 19:00","49852","51499"
"11.09.2021 19:00 - 11.09.2021 19:15","49880","51529"
"11.09.2021 19:15 - 11.09.2021 19:30","49397","51288"
"11.09.2021 19:30 - 11.09.2021 19:45","49334","51487"
"11.09.2021 19:45 - 11.09.2021 20:00","49212","51568"
"11.09.2021 20:00 - 11.09.2021 20:15","48916","51862"
"11.09.2021 20:15 - 11.09.2021 20:30","48814","51145"
"11.09.2021 20:30 - 11.09.2021 20:45","48617","50427"
"11.09.2021 20:45 - 11.09.2021 21:00","48289","49644"
"11.09.2021 21:00 - 11.09.2021 21:15","47490","48954"
"11.09.2021 21:15 - 11.09.2021 21:30","46961","48033"
"11.09.2021 21:30 - 11.09.2021 21:45","46455","47278"
"11.09.2021 21:45 - 11.09.2021 22:00","45930","46579"
"11.09.2021 22:00 - 11.09.2021 22:15","45474","46357"
"11.09.2021 22:15 - 11.09.2021 22:30","44908","45682"
"11.09.2021 22:30 - 11.09.2021 22:45","43998","45037"
"11.09.2021 22:45 - 11.09.2021 23:00","43437","44485"
"11.09.2021 23:00 - 11.09.2021 23:15","42692","43610"
"11.09.2021 23:15 - 11.09.2021 23:30","42084","43150"
"11.09.2021 23:30 - 11.09.2021 23:45","41453","42357"
"11.09.2021 23:45 - 12.09.2021 00:00","40992","41354"
"12.09.2021 00:00 - 12.09.2021 00:15","40651","40544"
"12.09.2021 00:15 - 12.09.2021 00:30","40180","40192"
"12.09.2021 00:30 - 12.09.2021 00:45","39895","39773"
"12.09.2021 00:45 - 12.09.2021 01:00","39625","39453"
"12.09.2021 01:00 - 12.09.2021 01:15","39375","39290"
"12.09.2021 01:15 - 12.09.2021 01:30","39014","38950"
"12.09.2021 01:30 - 12.09.2021 01:45","38696","38999"
"12.09.2021 01:45 - 12.09.2021 02:00","38595","38865"
"12.09.2021 02:00 - 12.09.2021 02:15","38126","38651"
"12.09.2021 02:15 - 12.09.2021 02:30","38130","38365"
"12.09.2021 02:30 - 12.09.2021 02:45","37866","38426"
"12.09.2021 02:45 - 12.09.2021 03:00","37852","38326"
"12.09.2021 03:00 - 12.09.2021 03:15","37735","38115"
"12.09.2021 03:15 - 12.09.2021 03:30","37580","37997"
"12.09.2021 03:30 - 12.09.2021 03:45","37524","38002"
"12.09.2021 03:45 - 12.09.2021 04:00","37486","37985"
"12.09.2021 04:00 - 12.09.2021 04:15","37933","37932"
"12.09.2021 04:15 - 12.09.2021 04:30","37857","37916"
"12.09.2021 04:30 - 12.09.2021 04:45","37743","37973"
"12.09.2021 04:45 - 12.09.2021 05:00","37741","37801"
"12.09.2021 05:00 - 12.09.2021 05:15","37684","38108"
"12.09.2021 05:15 - 12.09.2021 05:30","37831","38173"
"12.09.2021 05:30 - 12.09.2021 05:45","38062","38079"
"12.09.2021 05:45 - 12.09.2021 06:00","38184","38434"
"12.09.2021 06:00 - 12.09.2021 06:15","38728","39619"
"12.09.2021 06:15 - 12.09.2021 06:30","38929","39730"
"12.09.2021 06:30 - 12.09.2021 06:45","39093","39849"
"12.09.2021 06:45 - 12.09.2021 07:00","39132","39881"
"12.09.2021 07:00 - 12.09.2021 07:15","39700","40352"
"12.09.2021 07:15 - 12.09.2021 07:30","40128","40706"
"12.09.2021 07:30 - 12.09.2021 07:45","40698","41117"
"12.09.2021 07:45 - 12.09.2021 08:00","41460","41795"
"12.09.2021 08:00 - 12.09.2021 08:15","42485","42733"
"12.09.2021 08:15 - 12.09.2021 08:30","43455","43840"
"12.09.2021 08:30 - 12.09.2021 08:45","44330","44478"
"12.09.2021 08:45 - 12.09.2021 09:00","45021","45243"
"12.09.2021 09:00 - 12.09.2021 09:15","45978","46100"
"12.09.2021 09:15 - 12.09.2021 09:30","46561","47091"
"12.09.2021 09:30 - 12.09.2021 09:45","47523","48005"
"12.09.2021 09:45 - 12.09.2021 10:00","48224","48704"
"12.09.2021 10:00 - 12.09.2021 10:15","48927","49434"
"12.09.2021 10:15 - 12.09.2021 10:30","49824","49900"
"12.09.2021 10:30 - 12.09.2021 10:45","50403","50418"
"12.09.2021 10:45 - 12.09.2021 11:00","50845","50680"
"12.09.2021 11:00 - 12.09.2021 11:15","51563","51229"
"12.09.2021 11:15 - 12.09.2021 11:30","52124","51752"
"12.09.2021 11:30 - 12.09.2021 11:45","52445","52340"
"12.09.2021 11:45 - 12.09.2021 12:00","52600","52421"
"12.09.2021 12:00 - 12.09.2021 12:15","52652","52187"
"12.09.2021 12:15 - 12.09.2021 12:30","52548","51839"
"12.09.2021 12:30 - 12.09.2021 12:45","52402","51451"
"12.09.2021 12:45 - 12.09.2021 13:00","52024","50992"
"12.09.2021 13:00 - 12.09.2021 13:15","51239","50039"
"12.09.2021 13:15 - 12.09.2021 13:30","50723","49574"
"12.09.2021 13:30 - 12.09.2021 13:45","50518","48952"
"12.09.2021 13:45 - 12.09.2021 14:00","50037","48524"
"12.09.2021 14:00 - 12.09.2021 14:15","49584","48207"
"12.09.2021 14:15 - 12.09.2021 14:30","49289","48029"
"12.09.2021 14:30 - 12.09.2021 14:45","48830","48039"
"12.09.2021 14:45 - 12.09.2021 15:00","48499","47673"
"12.09.2021 15:00 - 12.09.2021 15:15","48022","47508"
"12.09.2021 15:15 - 12.09.2021 15:30","47852","47488"
"12.09.2021 15:30 - 12.09.2021 15:45","47668","47395"
"12.09.2021 15:45 - 12.09.2021 16:00","47358","47180"
"12.09.2021 16:00 - 12.09.2021 16:15","47311","47523"
"12.09.2021 16:15 - 12.09.2021 16:30","47301","47517"
"12.09.2021 16:30 - 12.09.2021 16:45","47339","47659"
"12.09.2021 16:45 - 12.09.2021 17:00","47504","47785"
"12.09.2021 17:00 - 12.09.2021 17:15","47851","48779"
"12.09.2021 17:15 - 12.09.2021 17:30","48039","48917"
"12.09.2021 17:30 - 12.09.2021 17:45","48550","48726"
"12.09.2021 17:45 - 12.09.2021 18:00","48621","48987"
"12.09.2021 18:00 - 12.09.2021 18:15","49243","49808"
"12.09.2021 18:15 - 12.09.2021 18:30","49167","49850"
"12.09.2021 18:30 - 12.09.2021 18:45","49130","50021"
"12.09.2021 18:45 - 12.09.2021 19:00","48903","50399"
"12.09.2021 19:00 - 12.09.2021 19:15","49002","50537"
"12.09.2021 19:15 - 12.09.2021 19:30","48570","50518"
"12.09.2021 19:30 - 12.09.2021 19:45","48652","50388"
"12.09.2021 19:45 - 12.09.2021 20:00","48682","51117"
"12.09.2021 20:00 - 12.09.2021 20:15","49046","51807"
"12.09.2021 20:15 - 12.09.2021 20:30","48954","51647"
"12.09.2021 20:30 - 12.09.2021 20:45","48923","50968"
"12.09.2021 20:45 - 12.09.2021 21:00","48495","50348"
"12.09.2021 21:00 - 12.09.2021 21:15","47331","49905"
"12.09.2021 21:15 - 12.09.2021 21:30","46916","49220"
"12.09.2021 21:30 - 12.09.2021 21:45","46809","48606"
"12.09.2021 21:45 - 12.09.2021 22:00","46574","48078"
"12.09.2021 22:00 - 12.09.2021 22:15","46458","48052"
"12.09.2021 22:15 - 12.09.2021 22:30","45966","47546"
"12.09.2021 22:30 - 12.09.2021 22:45","45448","46972"
"12.09.2021 22:45 - 12.09.2021 23:00","44891","46442"
"12.09.2021 23:00 - 12.09.2021 23:15","44112","45494"
"12.09.2021 23:15 - 12.09.2021 23:30","43540","44735"
"12.09.2021 23:30 - 12.09.2021 23:45","42862","44256"
"12.09.2021 23:45 - 13.09.2021 00:00","42532","43894"
"13.09.2021 00:00 - 13.09.2021 00:15","42130","43401"
"13.09.2021 00:15 - 13.09.2021 00:30","41743","42987"
"13.09.2021 00:30 - 13.09.2021 00:45","41772","43198"
"13.09.2021 00:45 - 13.09.2021 01:00","41413","42940"
"13.09.2021 01:00 - 13.09.2021 01:15","41219","42144"
"13.09.2021 01:15 - 13.09.2021 01:30","41139","42186"
"13.09.2021 01:30 - 13.09.2021 01:45","40910","42248"
"13.09.2021 01:45 - 13.09.2021 02:00","40878","41952"
"13.09.2021 02:00 - 13.09.2021 02:15","40527","41393"
"13.09.2021 02:15 - 13.09.2021 02:30","40485","41383"
"13.09.2021 02:30 - 13.09.2021 02:45","40545","41402"
"13.09.2021 02:45 - 13.09.2021 03:00","40584","41364"
"13.09.2021 03:00 - 13.09.2021 03:15","40547","41359"
"13.09.2021 03:15 - 13.09.2021 03:30","40568","41233"
"13.09.2021 03:30 - 13.09.2021 03:45","40608","41333"
"13.09.2021 03:45 - 13.09.2021 04:00","40734","41132"
"13.09.2021 04:00 - 13.09.2021 04:15","41161","41527"
"13.09.2021 04:15 - 13.09.2021 04:30","41587","41853"
"13.09.2021 04:30 - 13.09.2021 04:45","42043","42194"
"13.09.2021 04:45 - 13.09.2021 05:00","42550","42877"
"13.09.2021 05:00 - 13.09.2021 05:15","43702","44310"
"13.09.2021 05:15 - 13.09.2021 05:30","44605","45109"
"13.09.2021 05:30 - 13.09.2021 05:45","45956","46005"
"13.09.2021 05:45 - 13.09.2021 06:00","47753","47670"
"13.09.2021 06:00 - 13.09.2021 06:15","50913","51385"
"13.09.2021 06:15 - 13.09.2021 06:30","52944","53804"
"13.09.2021 06:30 - 13.09.2021 06:45","54365","55569"
"13.09.2021 06:45 - 13.09.2021 07:00","54912","56570"
"13.09.2021 07:00 - 13.09.2021 07:15","55965","57946"
"13.09.2021 07:15 - 13.09.2021 07:30","56711","58707"
"13.09.2021 07:30 - 13.09.2021 07:45","57630","59656"
"13.09.2021 07:45 - 13.09.2021 08:00","58595","60538"
"13.09.2021 08:00 - 13.09.2021 08:15","59486","61296"
"13.09.2021 08:15 - 13.09.2021 08:30","60541","61963"
"13.09.2021 08:30 - 13.09.2021 08:45","61122","62080"
"13.09.2021 08:45 - 13.09.2021 09:00","61596","62520"
"13.09.2021 09:00 - 13.09.2021 09:15","61498","62647"
"13.09.2021 09:15 - 13.09.2021 09:30","62287","63081"
"13.09.2021 09:30 - 13.09.2021 09:45","62683","63791"
"13.09.2021 09:45 - 13.09.2021 10:00","63260","64071"
"13.09.2021 10:00 - 13.09.2021 10:15","63616","64252"
"13.09.2021 10:15 - 13.09.2021 10:30","64124","64254"
"13.09.2021 10:30 - 13.09.2021 10:45","64460","64560"
"13.09.2021 10:45 - 13.09.2021 11:00","64825","65082"
"13.09.2021 11:00 - 13.09.2021 11:15","65223","65145"
"13.09.2021 11:15 - 13.09.2021 11:30","65720","65566"
"13.09.2021 11:30 - 13.09.2021 11:45","65978","65893"
"13.09.2021 11:45 - 13.09.2021 12:00","66264","66031"
"13.09.2021 12:00 - 13.09.2021 12:15","66275","65004"
"13.09.2021 12:15 - 13.09.2021 12:30","66221","64945"
"13.09.2021 12:30 - 13.09.2021 12:45","66277","65082"
"13.09.2021 12:45 - 13.09.2021 13:00","66245","65404"
"13.09.2021 13:00 - 13.09.2021 13:15","65957","64932"
"13.09.2021 13:15 - 13.09.2021 13:30","65716","64261"
"13.09.2021 13:30 - 13.09.2021 13:45","65383","63640"
"13.09.2021 13:45 - 13.09.2021 14:00","64889","63266"
"13.09.2021 14:00 - 13.09.2021 14:15","64617","62320"
"13.09.2021 14:15 - 13.09.2021 14:30","64580","62555"
"13.09.2021 14:30 - 13.09.2021 14:45","64368","62456"
"13.09.2021 14:45 - 13.09.2021 15:00","63824","62306"
"13.09.2021 15:00 - 13.09.2021 15:15","63382","62531"
"13.09.2021 15:15 - 13.09.2021 15:30","62933","61938"
"13.09.2021 15:30 - 13.09.2021 15:45","62478","61696"
"13.09.2021 15:45 - 13.09.2021 16:00","62138","61314"
"13.09.2021 16:00 - 13.09.2021 16:15","61642","60907"
"13.09.2021 16:15 - 13.09.2021 16:30","61343","60347"
"13.09.2021 16:30 - 13.09.2021 16:45","60980","60212"
"13.09.2021 16:45 - 13.09.2021 17:00","60509","60066"
"13.09.2021 17:00 - 13.09.2021 17:15","60488","60530"
"13.09.2021 17:15 - 13.09.2021 17:30","60618","60635"
"13.09.2021 17:30 - 13.09.2021 17:45","60364","60312"
